,DHI,DirectHI,T,WS,p,GHI,DNI
2018-01-01 01:00:00+01:00,0.0,0.0,1.4171386718750227,1.6197355,98469.28,0.0,0.0
2018-01-01 02:00:00+01:00,0.0,0.0,1.3922363281250227,1.2395056,98479.7,0.0,0.0
2018-01-01 03:00:00+01:00,0.0,0.0,1.2589660644531477,1.0021572,98409.95,0.0,0.0
2018-01-01 04:00:00+01:00,0.0,0.0,1.1676269531250227,1.9752659,98434.16,0.0,0.0
2018-01-01 05:00:00+01:00,0.0,0.0,1.0558715820312727,1.732172,98428.984,0.0,0.0
2018-01-01 06:00:00+01:00,0.0,0.0,1.1603027343750227,1.2227716,98439.39,0.0,0.0
2018-01-01 07:00:00+01:00,15.3046875,0.0,1.8463378906250227,1.1779262,98430.9,15.3046875,0.0
2018-01-01 08:00:00+01:00,48.921875,0.0,2.1307617187500227,1.6360458,98426.625,48.921875,0.0
2018-01-01 09:00:00+01:00,27.21875,0.0,2.3753906250000227,1.3132689,98490.766,27.21875,0.0
2018-01-01 10:00:00+01:00,46.523438,0.0,2.4444824218750227,2.484854,98476.78,46.523438,0.0
2018-01-01 11:00:00+01:00,37.515625,0.0,2.6043945312500227,1.6287982,98472.17,37.515625,0.0
2018-01-01 12:00:00+01:00,43.945312,0.0,2.9901367187500227,1.7640086,98436.95,43.945312,0.0
2018-01-01 13:00:00+01:00,24.414062,0.0,2.9442382812500227,2.3145504,98408.164,24.414062,0.0
2018-01-01 14:00:00+01:00,4.203125,0.0,2.7142578125000227,2.7970164,98375.12,4.203125,0.0
2018-01-01 15:00:00+01:00,0.0,0.0,2.6053710937500227,2.5245335,98384.28,0.0,0.0
2018-01-01 16:00:00+01:00,0.0,0.0,2.5392089843750227,2.786526,98384.24,0.0,0.0
2018-01-01 17:00:00+01:00,0.0,0.0,2.3839355468750227,3.0359461,98380.484,0.0,0.0
2018-01-01 18:00:00+01:00,0.0,0.0,2.2398925781250227,3.2797327,98321.39,0.0,0.0
2018-01-01 19:00:00+01:00,0.0,0.0,2.6478515625000227,3.3752298,98279.67,0.0,0.0
2018-01-01 20:00:00+01:00,0.0,0.0,2.4554687500000227,3.9895709,98274.8,0.0,0.0
2018-01-01 21:00:00+01:00,0.0,0.0,2.1124511718750227,3.8402836,98296.7,0.0,0.0
2018-01-01 22:00:00+01:00,0.0,0.0,1.7870117187500227,3.9929948,98284.39,0.0,0.0
2018-01-01 23:00:00+01:00,0.0,0.0,1.4425292968750227,4.5809646,98213.72,0.0,0.0
2018-01-02 00:00:00+01:00,0.0,0.0,1.4496093750000227,4.431977,98253.66,0.0,0.0
2018-01-02 01:00:00+01:00,0.0,0.0,2.1209350585937727,4.5568385,98291.64,0.0,0.0
2018-01-02 02:00:00+01:00,0.0,0.0,1.7793212890625227,4.5429077,98202.05,0.0,0.0
2018-01-02 03:00:00+01:00,0.0,0.0,1.3384033203125227,5.333749,98129.625,0.0,0.0
2018-01-02 04:00:00+01:00,0.0,0.0,0.9906250000000227,4.75425,98134.55,0.0,0.0
